,Live Spectrum 26-10-2023 13:19:37,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:38,,Live Spectrum 26-10-2023 13:20:43,,Live Spectrum 26-10-2023 13:20:45,,Live Spectrum 26-10-2023 13:20:46,,Live Spectrum 26-10-2023 13:21:03,,Live Spectrum 26-10-2023 13:21:04,,Live Spectrum 26-10-2023 13:21:05,
Wavelength [nm],Intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,Wavelength [nm],intensity,
400.4555,17.147022,400.3560,17.239093,400.3560,17.728186,400.3560,17.095221,400.3560,17.047181,400.3560,17.15625,400.3560,17.368505,400.3560,16.856128,400.3560,17.615564,
400.7378,17.203875,400.6375,17.185712,400.6375,17.685712,400.6375,17.019642,400.6375,17.4134,400.6375,17.177679,400.6375,16.638375,400.6375,16.598208,400.6375,17.465175,
401.0200,17.216832,400.9191,16.998679,400.9191,17.61123,400.9191,17.02251,400.9191,17.48623,400.9191,17.1875,400.9191,16.41128,400.9191,16.45498,400.9191,17.31621,
401.3023,17.217404,401.2007,16.819571,401.2007,17.357892,401.2007,17.290694,401.2007,17.303649,401.2007,17.258257,401.2007,16.579015,401.2007,16.484672,401.2007,17.116149,
401.5846,17.063498,401.4822,16.682625,401.4822,17.01003,401.4822,17.720189,401.4822,17.077406,401.4822,17.453844,401.4822,16.723625,401.4822,16.598625,401.4822,16.988531,
401.8668,17.068263,401.7638,17.119241,401.7638,16.9375,401.7638,17.246622,401.7638,17.33991,401.7638,16.934122,401.7638,16.852887,401.7638,16.702165,401.7638,16.788698,
402.1491,17.080355,402.0453,17.191968,402.0453,16.964282,402.0453,17.044654,402.0453,17.27234,402.0453,16.866064,402.0453,16.901782,402.0453,16.745532,402.0453,16.803564,
402.4314,17.068338,402.3269,17.131826,402.3269,17.163609,402.3269,16.836391,402.3269,17.082978,402.3269,17.014185,402.3269,17.240294,402.3269,16.944859,402.3269,17.063033,
402.7137,17.069495,402.6085,17.067226,402.6085,17.56303,402.6085,16.639179,402.6085,17.235821,402.6085,17.175685,402.6085,17.079042,402.6085,17.113185,402.6085,17.411506,
402.9959,17.104485,402.8900,17.092432,402.8900,17.713477,402.8900,16.535205,402.8900,17.130273,402.8900,17.1875,402.8900,17.0625,402.8900,16.646093,402.8900,17.587158,
403.2782,17.167664,403.1716,17.186664,403.1716,17.687779,403.1716,16.593193,403.1716,17.063057,403.1716,17.1875,403.1716,17.124443,403.1716,16.253344,403.1716,17.531807,
403.5605,17.184608,403.4532,17.249244,403.4532,17.523692,403.4532,17.092994,403.4532,17,403.4532,17.251512,403.4532,17.253023,403.4532,16.544099,403.4532,17.400959,
403.8427,17.164112,403.7347,17.188404,403.7347,17.220535,403.7347,17.026798,403.7347,16.994645,403.7347,17.278583,403.7347,17.328588,403.7347,17.041079,403.7347,17.212491,
404.1250,17.154147,404.0163,16.695928,404.0163,17.252809,404.0163,16.451546,404.0163,16.917487,404.0163,16.724369,404.0163,16.590593,404.0163,16.676263,404.0163,17.667139,
404.4073,17.18401,404.2978,16.815705,404.2978,17.30422,404.2978,16.61672,404.2978,17.073362,404.2978,16.834847,404.2978,16.928597,404.2978,16.604612,404.2978,18.109063,
404.6896,17.273573,404.5794,17.077027,404.5794,17.46875,404.5794,16.78125,404.5794,17.360473,404.5794,17.291386,404.5794,17.297973,404.5794,16.954674,404.5794,18.170326,
404.9718,17.319778,404.8610,17.132845,404.8610,17.46875,404.8610,16.804655,404.8610,17.216885,404.8610,17.664095,404.8610,17.171939,404.8610,17.195345,404.8610,17.836034,
405.2541,17.311135,405.1425,17.01754,405.1425,17.46875,405.1425,16.913105,405.1425,16.944355,405.1425,17.459671,405.1425,16.948184,405.1425,16.997777,405.1425,17.586092,
405.5364,17.265145,405.4241,17.000166,405.4241,17.343085,405.4241,17.008187,405.4241,17.031583,405.4241,17.117312,405.4241,16.953541,405.4241,16.679812,405.4241,17.765542,
405.8187,17.338535,405.7056,17.084902,405.7056,16.986446,405.7056,17.245294,405.7056,17.333773,405.7056,17.302523,405.7056,17.284827,405.7056,16.811935,405.7056,17.674511,
406.1009,17.353832,405.9872,17.0625,405.9872,17.11978,405.9872,17.302663,405.9872,17.408594,405.9872,17.38718,405.9872,17.580433,405.9872,17.05728,405.9872,17.395277,
406.3832,17.294974,406.2688,17.05168,406.2688,17.280039,406.2688,17.248789,406.2688,16.959141,406.2688,16.894218,406.2688,17.67668,406.2688,17.228359,406.2688,17.150274,
406.6655,17.242323,406.5503,17.043049,406.5503,17.183353,406.5503,17.222897,406.5503,17.141589,406.5503,16.800701,406.5503,17.609054,406.5503,17.152103,406.5503,17.327804,
406.9477,17.222681,406.8319,17.113591,406.8319,17.137773,406.8319,17.255704,406.8319,17.438864,406.8319,16.832341,406.8319,17.480159,406.8319,17.080977,406.8319,17.173363,
407.2300,17.280819,407.1135,17.132534,407.1135,17.293665,407.1135,17.232492,407.1135,17.53125,407.1135,16.892508,407.1135,17.255093,407.1135,16.980051,407.1135,16.966309,
407.5123,17.436242,407.3950,17.003679,407.3950,17.424634,407.3950,17.235295,407.3950,17.398903,407.3950,16.919116,407.3950,17.003679,407.3950,16.816179,407.3950,16.873161,
407.7946,17.576407,407.6766,16.718204,407.6766,17.202696,407.6766,17.265742,407.6766,17.25,407.6766,16.921758,407.6766,17.109804,407.6766,16.75,407.6766,17.094218,
408.0768,17.353375,407.9581,16.35044,407.9581,16.73213,407.9581,17.295882,407.9581,17.216764,407.9581,16.924853,407.9581,17.380957,407.9581,16.683529,407.9581,17.530516,
408.3591,17.27994,408.2397,17.132211,408.2397,17.136279,408.2397,16.965052,408.2397,17.099667,408.2397,17.039016,408.2397,17.380917,408.2397,17.169563,408.2397,17.591901,
408.6414,17.288081,408.5213,17.732688,408.5213,17.545188,408.5213,16.829812,408.5213,17.105292,408.5213,17.167792,408.5213,17.016334,408.5213,17.242052,408.5213,17.635344,
408.9236,17.297485,408.8028,17.403409,408.8028,17.565997,408.8028,16.945149,408.8028,17.15625,408.8028,17.277098,408.8028,16.676355,408.8028,17.116696,408.8028,17.613855,
409.2059,17.422287,409.0844,17.046167,409.0844,17.56385,409.0844,17.0299,409.0844,17.074717,409.0844,17.353267,409.0844,16.6549,409.0844,17.452482,409.0844,17.286651,
409.4882,17.450624,409.3659,17.065374,409.3659,17.424689,409.3659,17.147749,409.3659,17.201748,409.3659,17.268439,409.3659,16.772749,409.3659,17.551125,409.3659,17.134938,
409.7705,17.488515,409.6475,17.102764,409.6475,17.375,409.6475,17.120791,409.6475,17.52585,409.6475,17.129804,409.6475,17.0571,409.6475,17.175468,409.6475,17.458546,
410.0527,17.509385,409.9291,17.255839,409.9291,17.236066,409.9291,17.047439,409.9291,17.740778,409.9291,17.186372,409.9291,17.063628,409.9291,16.707072,409.9291,17.709528,
410.3350,17.561175,410.2106,17.480989,410.2106,17.09122,410.2106,16.95904,410.2106,17.468342,410.2106,17.24282,410.2106,16.910901,410.2106,16.61782,410.2106,17.65372,
410.6173,17.622852,410.4922,17.18154,410.4922,17.537106,410.4922,17.137334,410.4922,17.075249,410.4922,17.175062,410.4922,17.19973,410.4922,17.29944,410.4922,17.674959,
410.8996,17.638279,410.7738,17.197285,410.7738,17.319761,410.7738,17.161616,410.7738,17.077651,410.7738,17.15625,410.7738,17.358901,410.7738,17.416982,410.7738,17.532197,
411.1818,17.591026,411.0553,17.21875,411.0553,17.008949,411.0553,17.183033,411.0553,17.25445,411.0553,17.2366,411.0553,17.45535,411.0553,17.272333,411.0553,17.741051,
411.4641,17.607902,411.3369,17.21875,411.3369,17.051784,411.3369,17.242856,411.3369,17.364284,411.3369,17.277678,411.3369,17.551784,411.3369,17.056253,411.3369,18.002675,
411.7464,17.687171,411.6184,16.990206,411.6184,17.262476,411.6184,17.10716,411.6184,17.375,411.6184,17.252682,411.6184,17.619636,411.6184,17.088386,411.6184,17.974114,
412.0286,17.718555,411.9000,16.998203,411.9000,17.28125,411.9000,17.152656,411.9000,17.375,411.9000,17.544531,411.9000,17.566094,411.9000,17.123203,411.9000,17.850938,
412.3109,17.613769,412.1816,17,412.1816,16.917251,412.1816,17.307916,412.1816,17.223334,412.1816,17.774833,412.1816,17.501833,412.1816,17.155333,412.1816,17.631417,
412.5932,17.543496,412.4631,16.843957,412.4631,16.562955,412.4631,17.187665,412.4631,17.156333,412.4631,17.968502,412.4631,17.375165,412.4631,17.437128,412.4631,17.562583,
412.8755,17.683458,412.7447,16.912053,412.7447,17.314158,412.7447,16.826594,412.7447,17.527105,412.7447,17.368367,412.7447,17.246684,412.7447,17.375,412.7447,16.822449,
413.1577,17.736292,413.0262,17.141947,413.0262,17.373305,413.0262,17.36917,413.0262,17.371611,413.0262,17.130084,413.0262,17.130084,413.0262,17.378389,413.0262,17.218004,
413.4400,17.708939,413.3078,17.432389,413.3078,17.34375,413.3078,17.809945,413.3078,17.322722,413.3078,17.226416,413.3078,17.216195,413.3078,17.447722,413.3078,17.765333,
413.7223,17.726454,413.5894,17.375,413.5894,17.350573,413.5894,17.75737,413.5894,17.423854,413.5894,17.346614,413.5894,17.207968,413.5894,17.559089,413.5894,17.927266,
414.0045,17.848239,413.8709,17.362212,413.8709,17.419038,413.8709,17.528399,413.8709,17.3125,413.8709,17.637788,413.8709,17.375,413.8709,17.518462,413.8709,17.839487,
414.2868,17.939875,414.1525,17.286359,414.1525,17.505109,414.1525,17.353372,414.1525,17.276737,414.1525,17.739186,414.1525,17.400545,414.1525,17.473263,414.1525,17.797173,
414.5691,17.941479,414.4341,17.360105,414.4341,17.543151,414.4341,17.598204,414.4341,17.117552,414.4341,17.861602,414.4341,17.537201,414.4341,17.65625,414.4341,17.724701,
414.8514,17.928374,414.7156,17.603225,414.7156,17.600537,414.7156,17.688913,414.7156,17.232325,414.7156,17.835688,414.7156,17.5625,414.7156,17.7377,414.7156,17.906112,
415.1336,17.962539,414.9972,17.689043,414.9972,17.564043,414.9972,17.491609,414.9972,17.258391,414.9972,17.499228,414.9972,17.547261,414.9972,18.046489,414.9972,18.445891,
415.4159,18.018762,415.2787,17.652045,415.2787,17.408788,415.2787,17.604735,415.2787,17.204394,415.2787,17.652878,415.2787,17.483106,415.2787,18.110644,415.2787,18.324318,
415.6982,18.116561,415.5603,18.081039,415.5603,17.50927,415.5603,17.681672,415.5603,17.324156,415.5603,17.895926,415.5603,17.511656,415.5603,18.128441,415.5603,18.048457,
415.9805,18.143815,415.8419,18.155262,415.8419,17.652299,415.8419,17.613925,415.8419,17.691661,415.8419,18.063488,415.8419,17.72785,415.8419,18.052413,415.8419,17.658226,
416.2627,18.126676,416.1234,18.262352,416.1234,17.960753,416.1234,17.678051,416.1234,18.159153,416.1234,18.021801,416.1234,17.823401,416.1234,18.020349,416.1234,17.542151,
416.5450,18.110943,416.4050,18.285205,416.4050,18.214717,416.4050,17.660205,416.4050,18.246123,416.4050,18.015664,416.4050,17.796914,416.4050,18.105381,416.4050,17.67959,
416.8273,18.167116,416.6865,18.074886,416.6865,18.443725,416.6865,17.625064,416.6865,18.137449,416.6865,17.887449,416.6865,17.643674,416.6865,18.406377,416.6865,17.975102,
417.1095,18.217806,416.9681,17.853003,416.9681,18.246509,416.9681,18.317778,416.9681,17.902759,416.9681,17.905682,416.9681,17.824108,416.9681,18.580438,416.9681,18.098377,
417.3918,18.24043,417.2497,17.809462,417.2497,18.256947,417.2497,18.842879,417.2497,17.743924,417.2497,18.172311,417.2497,18.246962,417.2497,18.407333,417.2497,18.020182,
417.6741,18.221717,417.5312,17.933124,417.5312,18.620624,417.5312,18.261669,417.5312,17.961457,417.5312,18.284167,417.5312,18.147189,417.5312,18.203854,417.5312,17.983646,
417.9564,18.320166,417.8128,18.093973,417.8128,18.577624,417.8128,18.125445,417.8128,18.046597,417.8128,17.889456,417.8128,18.015681,417.8128,18.312945,417.8128,17.952958,
418.2386,18.385323,418.0944,18.139789,418.0944,18.569188,418.0944,18.431071,418.0944,18.001672,418.0944,17.611883,418.0944,17.948945,418.0944,18.569188,418.0944,17.955633,
418.5209,18.504527,418.3759,18.090527,418.3759,18.808156,418.3759,18.473094,418.3759,17.945067,418.3759,17.897563,418.3759,18.099076,418.3759,18.58408,418.3759,17.965527,
418.8032,18.533238,418.6575,18.152538,418.6575,18.726174,418.6575,18.212932,418.6575,18.073084,418.6575,18.47191,418.6575,18.587379,418.6575,18.463985,418.6575,18.081561,
419.0854,18.491667,418.9390,18.31262,418.9390,18.40601,418.9390,18.112524,418.9390,18.425264,418.9390,18.84387,418.9390,19.019014,418.9390,18.662788,418.9390,18.318918,
419.3677,18.567712,419.2206,18.179643,419.2206,18.691499,419.2206,18.26175,419.2206,18.328072,419.2206,18.652286,419.2206,18.550644,419.2206,18.67575,419.2206,18.2695,
419.6500,18.62905,419.5022,18.224842,419.5022,19.079549,419.5022,18.384336,419.5022,18.431013,419.5022,18.297072,419.5022,18.146914,419.5022,18.553164,419.5022,18.410721,
419.9323,18.583806,419.7837,18.459817,419.7837,19.345657,419.7837,18.364159,419.7837,18.793998,419.7837,18.355862,419.7837,18.188136,419.7837,18.615431,419.7837,18.910065,
420.2145,18.639969,420.0653,18.618422,420.0653,19.328534,420.0653,18.409129,420.0653,18.884457,420.0653,18.807983,420.0653,18.393095,420.0653,18.590871,420.0653,19.180922,
420.4968,18.748145,420.3468,18.701323,420.3468,19.146032,420.3468,18.595255,420.3468,18.807391,420.3468,19.058896,420.3468,18.739187,420.3468,18.517427,420.3468,19.489187,
420.7791,18.823122,420.6284,18.62565,420.6284,19.117025,420.6284,18.74935,420.6284,18.9209,420.6284,18.744624,420.6284,18.84375,420.6284,18.523275,420.6284,19.5472,
421.0614,18.79288,420.9100,18.665777,420.9100,19.341082,420.9100,18.805259,420.9100,19.352896,420.9100,18.384909,420.9100,18.675686,420.9100,18.747332,420.9100,19.651296,
421.3436,18.822376,421.1915,18.786455,421.1915,19.604159,421.1915,18.8125,421.1915,19.864568,421.1915,18.584625,421.1915,18.427091,421.1915,18.960932,421.1915,19.662761,
421.6259,18.894203,421.4731,19.321772,421.4731,19.681714,421.4731,19.72919,421.4731,19.281233,421.4731,18.452541,421.4731,18.451391,421.4731,19.178245,421.4731,20.318304,
421.9082,18.932225,421.7546,19.358948,421.7546,19.6875,421.7546,19.701844,421.7546,19.491576,421.7546,18.40625,421.7546,18.390198,421.7546,19.375854,421.7546,20.311646,
422.1904,18.952528,422.0362,19.236151,422.0362,19.821999,422.0362,19.494851,422.0362,19.723899,422.0362,18.675248,422.0362,18.697798,422.0362,19.621449,422.0362,19.958452,
422.4727,18.998903,422.3178,18.942639,422.3178,19.678083,422.3178,19.247861,422.3178,19.694778,422.3178,19.353805,422.3178,19.219389,422.3178,19.821917,422.3178,19.989083,
422.7550,19.051625,422.5993,18.934568,422.5993,19.769521,422.5993,19.332021,422.5993,19.602546,422.5993,19.607407,422.5993,19.904243,422.5993,19.872068,422.5993,20.283179,
423.0373,19.100594,422.8809,19.343781,422.8809,19.78125,422.8809,19.40179,422.8809,19.912971,422.8809,19.421859,422.8809,20.02679,422.8809,19.642839,422.8809,20.3125,
423.3195,19.098907,423.1625,20.028791,423.1625,20.04871,423.1625,19.970888,423.1625,19.878064,423.1625,19.762863,423.1625,19.585483,423.1625,19.743871,423.1625,20.342218,
423.6018,19.14239,423.4440,20.397021,423.4440,20.123322,423.4440,19.908767,423.4440,19.510068,423.4440,20.176593,423.4440,19.197568,423.4440,19.567534,423.4440,20.070051,
423.8841,19.261059,423.7256,20.344051,423.7256,20.498196,423.7256,20.186147,423.7256,19.966495,423.7256,20.125301,423.7256,19.125301,423.7256,20.371092,423.7256,20.808892,
424.1663,19.36205,424.0071,20.315703,424.0071,20.163189,424.0071,19.724088,424.0071,19.875534,424.0071,20.349088,424.0071,19.197642,424.0071,20.501068,424.0071,20.617527,
424.4486,19.432561,424.2887,20.498787,424.2887,20.573421,424.2887,20.060372,424.2887,19.905037,424.2887,20.65989,424.2887,19.795811,424.2887,20.557646,424.2887,20.1875,
424.7309,19.447463,424.5703,20.457419,424.5703,20.855081,424.5703,20.785027,424.5703,19.899551,424.5703,20.772663,424.5703,20.197798,424.5703,20.435611,424.5703,20.208274,
425.0132,19.418098,424.8518,20.291487,424.8518,21.026132,424.8518,20.807921,424.8518,20.283809,424.8518,21.119882,424.8518,20.833513,424.8518,20.396013,424.8518,20.56452,
425.2954,19.378307,425.1334,20.419152,425.1334,20.971975,425.1334,20.40625,425.1334,20.357656,425.1334,21.065725,425.1334,20.692946,425.1334,20.310279,425.1334,20.969754,
425.5777,19.548894,425.4149,20.550686,425.4149,21.003887,425.4149,20.491768,425.4149,20.781098,425.4149,21.109299,425.4149,20.437652,425.4149,20.578049,425.4149,21.230564,
425.8600,19.652222,425.6965,20.6875,425.6965,21.049428,425.6965,21.098295,425.6965,20.972733,425.6965,21.314185,425.6965,20.286918,425.6965,20.773846,425.6965,21.061938,
426.1422,19.785046,425.9781,20.713487,425.9781,21.218618,425.9781,21.166579,425.9781,20.807303,425.9781,21.791842,425.9781,20.645921,425.9781,21.265658,425.9781,20.875,
426.4245,19.809662,426.2596,20.867133,426.2596,21.554633,426.2596,21.398383,426.2596,20.775404,426.2596,21.328233,426.2596,20.478421,426.2596,21.158271,426.2596,20.845771,
426.7068,19.911551,426.5412,20.95577,426.5412,21.66274,426.5412,21.50649,426.5412,20.795429,426.5412,21.163939,426.5412,20.753598,426.5412,21.01827,426.5412,20.71875,
426.9891,20.007109,426.8228,20.970415,426.8228,21.680371,426.8228,21.495603,426.8228,21.032915,426.8228,21.348147,426.8228,21.210553,426.8228,21.018656,426.8228,20.690232,
427.2713,20.09208,427.1043,21.140912,427.1043,21.594133,427.1043,21.351706,427.1043,21.25,427.1043,21.429927,427.1043,21.422354,427.1043,21.218559,427.1043,20.601515,
427.5536,20.146259,427.3859,21.201491,427.3859,21.515391,427.3859,21.289645,427.3859,21.375932,427.3859,21.371268,427.3859,21.254664,427.3859,21.40485,427.3859,20.742536,
427.8359,20.013554,427.6674,21.786087,427.6674,21.8125,427.6674,21.321522,427.6674,21.655597,427.6674,21.603425,427.6674,21.572828,427.6674,21.665272,427.6674,21.098587,
428.1182,20.106176,427.9490,22.145029,427.9490,21.8125,427.9490,21.469121,427.9490,21.741097,427.9490,21.790894,427.9490,21.858031,427.9490,21.832158,427.9490,21.370734,
428.4004,20.306251,428.2306,22.698692,428.2306,21.740669,428.2306,21.924446,428.2306,22.28125,428.2306,21.771454,428.2306,21.873139,428.2306,22.145988,428.2306,21.842819,
428.6827,20.352194,428.5121,22.582875,428.5121,21.865621,428.5121,22.498747,428.5121,22.303,428.5121,21.817998,428.5121,22.320747,428.5121,22.255498,428.5121,22.197122,
428.9650,20.493646,428.7937,22.447662,428.7937,22.593192,428.7937,22.688058,428.7937,22.286331,428.7937,22.119919,428.7937,22.676016,428.7937,22.534451,428.7937,22.498678,
429.2472,20.491707,429.0752,22.298353,429.0752,23.053369,429.0752,22.3125,429.0752,22.33256,429.0752,22.267103,429.0752,22.680427,429.0752,22.859694,429.0752,22.35378,
429.5295,20.640669,429.3568,22.451132,429.3568,23.022548,429.3568,22.426698,429.3568,22.600566,429.3568,22.394504,429.3568,22.642618,429.3568,23.382759,429.3568,22.544882,
429.8118,20.676734,429.6384,22.748483,429.6384,22.847673,429.6384,22.912579,429.6384,22.868802,429.6384,22.548457,429.6384,22.664095,429.6384,23.82351,429.6384,23.014932,
430.0941,20.631635,429.9199,23.138761,429.9199,22.979128,429.9199,23.468635,429.9199,23.322763,429.9199,22.684002,429.9199,22.913131,429.9199,24.260378,429.9199,23.777522,
430.3763,20.644354,430.2015,23.543914,430.2015,23.03125,430.2015,23.827487,430.2015,23.516787,430.2015,22.415019,430.2015,23.592998,430.2015,23.820745,430.2015,23.720025,
430.6586,20.72917,430.4831,23.872685,430.4831,23.076389,430.4831,24.077546,430.4831,23.424768,430.4831,22.032407,430.4831,24.236111,430.4831,23.370371,430.4831,23.460649,
430.9409,20.813628,430.7646,24,430.7646,23.390625,430.7646,24.015625,430.7646,23.6875,430.7646,22.46875,430.7646,24.078125,430.7646,23.65625,430.7646,24.21875,
431.2231,20.913177,431.0462,24.013902,431.0462,23.834443,431.0462,23.921301,431.0462,24.258041,431.0462,23.261487,431.0462,24.082145,431.0462,23.8125,431.0462,24.733801,
431.5054,20.930376,431.3277,24.287369,431.3277,24.251541,431.3277,23.956558,431.3277,24.820908,431.3277,23.84758,431.3277,24.137192,431.3277,23.896347,431.3277,24.785828,
431.7877,21.008377,431.6093,24.649176,431.6093,24.451415,431.6093,24.03467,431.6093,24.968983,431.6093,23.937733,431.6093,24.111085,431.6093,24.124767,431.6093,24.653063,
432.0700,21.014778,431.8909,24.808234,431.8909,24.509087,431.8909,24.456228,431.8909,24.969027,431.8909,24.045157,431.8909,24.465038,431.8909,24.464761,431.8909,24.643174,
432.3522,21.042643,432.1724,24.708914,432.1724,24.617862,432.1724,24.84227,432.1724,25.228586,432.1724,24.40329,432.1724,24.737204,432.1724,24.643454,432.1724,24.805362,
432.6345,21.068001,432.4540,24.954883,432.4540,24.827313,432.4540,24.944264,432.4540,25.058645,432.4540,24.873376,432.4540,24.845035,432.4540,24.770292,432.4540,24.482617,
432.9168,21.21377,432.7355,25.1875,432.7355,24.80061,432.7355,25.144752,432.7355,25.109669,432.7355,25.113306,432.7355,24.886694,432.7355,25.058863,432.7355,24.191333,
433.1991,21.240417,433.0171,25.368402,433.0171,24.899652,433.0171,25.772607,433.0171,25.672106,433.0171,25.225501,433.0171,25.196604,433.0171,25.750307,433.0171,24.317052,
433.4813,21.19476,433.2987,25.282985,433.2987,25.123843,433.2987,26.206984,433.2987,25.823688,433.2987,25.28125,433.2987,25.519484,433.2987,25.918016,433.2987,24.633296,
433.7636,21.184699,433.5802,25.420443,433.5802,25.674562,433.5802,26.704782,433.5802,25.611837,433.5802,25.747135,433.5802,26.398461,433.5802,25.949633,433.5802,25.639417,
434.0459,21.214158,433.8618,25.726626,433.8618,26.036501,433.8618,26.862833,433.8618,25.444416,433.8618,25.990458,433.8618,26.933209,433.8618,25.978292,433.8618,26.323001,
434.3281,21.313321,434.1434,26.146041,434.1434,26.560708,434.1434,27.132819,434.1434,25.784263,434.1434,26.266833,434.1434,27.244597,434.1434,26.391236,434.1434,26.771041,
434.6104,21.429445,434.4249,26.645402,434.4249,26.704481,434.4249,27.295519,434.4249,26.256133,434.4249,26.39776,434.4249,27.36651,434.4249,26.903893,434.4249,26.633136,
